åé,ì˙,éû,ãCâ∑,ê‚ëŒéºìx,êÑíËì˙éÀó ,â∫å¸Ç´ëÂãCï˙éÀ,ìÏñkïó,ìåêºïó,ãCà≥,ç~êÖó ,ïóë¨,ïóå¸,ëæózçÇìx,ëæózï˚à ,ñ@ê¸ñ íºíBì˙éÀó ,êÖïΩñ ìVãÛì˙éÀó ,ñÈä‘ï˙éÀ
2,12,19,1.536672,3.313505,0.000000,0.846073,-0.810889,1.248152,101200.729886,0.000398,1.463456,292.500000,-11.045572,260.906848,0.000000,0.000000,0.316006
2,12,20,0.926001,3.337055,0.000000,0.831509,-1.014459,1.024720,101225.741443,0.000000,1.441917,315.000000,-23.260302,269.259096,0.000000,0.000000,0.320271
2,12,21,0.461924,3.341449,0.000000,0.821422,-0.974444,1.020325,101231.644864,0.000000,1.410514,315.000000,-35.490423,278.415429,0.000000,0.000000,0.322577
2,12,22,0.110490,3.342950,0.000000,0.839317,-0.442561,0.998042,101258.438848,0.000826,1.091432,292.500000,-47.377290,289.795655,0.000000,0.000000,0.298816
2,12,23,-0.406429,3.315850,0.000000,0.852765,-0.399559,0.590943,101229.328841,0.000000,0.700391,315.000000,-58.206470,306.236063,0.000000,0.000000,0.276780
2,13,0,0.029383,3.223971,0.000000,0.845207,-0.251119,1.462466,101232.973634,0.000000,1.462466,270.000000,-65.900024,333.215225,0.000000,0.000000,0.291575
2,13,1,-0.526506,3.173181,0.000000,0.823690,0.199559,0.997142,101247.501546,0.000000,0.997607,247.500000,-67.699231,82.173267,0.000000,0.000000,0.303868
2,13,2,-1.085995,3.064232,0.000000,0.812170,0.745925,0.613062,101271.982991,0.000398,0.960949,225.000000,-62.197867,42.525307,0.000000,0.000000,0.306160
2,13,3,-1.620127,2.939091,0.000000,0.821448,0.323166,0.931361,101255.690867,0.000000,0.984135,247.500000,-52.415979,63.004817,0.000000,0.000000,0.288125
2,13,4,-1.491365,2.909731,0.000000,0.853092,-0.180656,0.999528,101232.645647,0.049698,0.999528,270.000000,-40.922137,76.307441,0.000000,0.000000,0.258587
2,13,5,-1.233218,2.887192,0.000000,0.839501,-0.159163,1.133039,101279.611811,0.000000,1.133039,270.000000,-28.806208,86.309956,0.000000,0.000000,0.276410
2,13,6,-1.105021,2.844173,0.000000,0.827335,-0.029226,1.418465,101314.907158,0.000000,1.418465,270.000000,-16.548192,94.936996,0.000000,0.000000,0.290682
2,13,7,-1.158732,2.934169,0.003497,0.897684,0.170758,1.142398,101358.912440,0.004142,1.142398,270.000000,-4.441530,103.251742,0.000000,0.003497,0.219451
2,13,8,-0.443534,3.080858,0.211789,0.955457,0.212005,0.363446,101413.158811,0.006714,0.416911,247.500000,7.244886,112.018087,0.198053,0.186812,0.173474
2,13,9,1.617134,3.255109,0.626245,0.940839,-0.283520,0.575540,101473.893918,0.000000,0.640228,292.500000,18.174644,121.957183,0.357408,0.514764,0.222602
2,13,10,3.134628,3.387729,0.905775,1.019802,-0.364538,0.529730,101462.625346,0.025120,0.632343,315.000000,27.856757,133.852892,0.177630,0.822774,0.169555
2,13,11,3.944214,3.465085,1.285181,1.073460,-0.298870,0.720543,101448.691308,0.197793,0.780068,292.500000,35.560510,148.452856,0.243759,1.143420,0.129900
2,13,12,5.501856,3.163917,1.640913,1.050829,-1.109664,1.086536,101408.607040,0.034219,1.552948,315.000000,40.326041,165.949649,0.384082,1.392360,0.179818
2,13,13,5.906146,2.997642,1.831319,1.018211,-2.325352,1.032523,101331.115036,0.024185,2.543475,337.500000,41.279768,185.163557,0.952313,1.203043,0.219593
2,13,14,5.923620,3.056751,1.640935,1.023142,-2.656873,1.018067,101317.132923,0.014308,2.844228,337.500000,38.212014,203.708812,0.469524,1.350500,0.214972
2,13,15,5.942071,2.901759,1.527479,0.968361,-2.419851,1.527959,101368.977780,0.006611,2.820376,337.500000,31.753262,219.703559,1.253051,0.868045,0.270081
2,13,16,5.521330,3.016951,1.074545,0.920600,-2.425297,1.275848,101371.606018,0.001224,2.728929,337.500000,22.887030,232.783785,1.166361,0.620929,0.310390
2,13,17,4.721909,3.158664,0.494604,0.961706,-1.780196,0.925908,101418.730154,0.000612,1.999017,337.500000,12.465594,243.534863,1.049217,0.268127,0.255220
2,13,18,3.468815,3.331748,0.058252,0.946983,-1.202469,0.938931,101500.386347,0.000199,1.514199,315.000000,1.083214,252.755878,0.000000,0.058252,0.248140
2,13,19,2.587368,3.423357,0.000000,0.934121,-1.246126,0.603091,101508.562986,0.001224,1.382063,337.500000,-10.862941,261.192948,0.000000,0.000000,0.245841
2,13,20,2.005479,3.406297,0.000000,0.904852,-1.216937,0.472287,101506.973994,0.000000,1.305040,337.500000,-23.082861,269.568429,0.000000,0.000000,0.265181
2,13,21,1.211420,3.360924,0.000000,0.875582,-0.937495,0.788302,101489.355602,0.000000,1.220323,315.000000,-35.308051,278.760680,0.000000,0.000000,0.281003
2,13,22,0.744293,3.282893,0.000000,0.884327,-0.773921,0.410272,101488.562065,0.000000,0.872014,337.500000,-47.175479,290.190289,0.000000,0.000000,0.264402
2,13,23,0.557727,3.302106,0.000000,0.925189,0.140623,0.161290,101437.859531,0.000000,0.213485,225.000000,-57.963096,306.668753,0.000000,0.000000,0.220413
2,14,0,0.658910,3.361041,0.000000,0.958931,-0.143951,0.885367,101458.413019,0.000000,0.885367,270.000000,-65.591978,333.532345,0.000000,0.000000,0.188366
2,14,1,0.358143,3.392683,0.000000,0.948436,0.005826,0.708145,101445.185552,0.000398,0.708145,270.000000,-67.367857,82.066161,0.000000,0.000000,0.193828
2,14,2,-0.189133,3.378444,0.000000,0.886359,0.100990,0.756262,101447.832914,0.000000,0.756262,270.000000,-61.916049,42.134230,0.000000,0.000000,0.246790
2,14,3,-0.543455,3.257793,0.000000,0.899360,-0.162578,0.809891,101414.921076,0.000797,0.810458,292.500000,-52.185919,62.598724,0.000000,0.000000,0.227917
2,14,4,-0.315522,3.244930,0.000000,0.993634,0.133017,0.932656,101440.593322,0.104203,0.932656,270.000000,-40.720631,75.947197,0.000000,0.000000,0.137418
2,14,5,-0.509387,3.238844,0.000000,0.934731,0.581250,0.618436,101357.878960,0.105682,0.848306,225.000000,-28.615895,85.990188,0.000000,0.000000,0.193109
2,14,6,-1.066595,3.076012,0.000000,0.865373,0.307080,0.952665,101404.296193,0.000000,0.997663,247.500000,-16.357419,94.645082,0.000000,0.000000,0.253276
2,14,7,-1.420454,3.016009,0.004719,0.852947,0.504279,0.418396,101339.050455,0.000000,0.652430,225.000000,-4.241456,102.977743,0.000000,0.004719,0.259894
2,14,8,-0.277370,3.020770,0.199551,0.909315,0.543518,0.473209,101415.491638,0.000000,0.718934,225.000000,7.462052,111.756310,0.124891,0.183331,0.222370
2,14,9,1.205218,2.983712,0.597507,0.996641,0.162095,1.100358,101441.888338,0.002021,1.100358,270.000000,18.416349,121.707981,0.240000,0.521686,0.159840
2,14,10,3.024108,2.891477,0.881595,1.041824,-0.039611,2.103258,101429.741462,0.076354,2.103258,270.000000,28.129472,133.627020,0.150744,0.810525,0.145632
2,14,11,3.437651,3.260056,1.227532,1.100000,-0.117686,2.299595,101406.627174,0.319294,2.299595,270.000000,35.866568,148.277879,0.259174,1.075682,0.094584
2,14,12,4.973793,3.010838,1.499599,1.098272,-0.791773,2.206340,101370.142307,0.057177,2.341390,292.500000,40.657500,165.868448,0.262862,1.328335,0.123072
2,14,13,5.403416,3.078232,1.703236,1.077497,-1.629432,2.545164,101341.473855,0.030682,2.974981,292.500000,41.615322,185.206850,0.393811,1.441696,0.151411
2,14,14,5.667658,3.132586,1.647862,1.034367,-2.269599,2.307613,101348.203103,0.058854,3.236578,315.000000,38.527004,203.862532,0.614014,1.265403,0.199211
2,14,15,5.051732,3.162857,1.430800,0.982842,-2.593957,1.425249,101407.204589,0.259917,2.941923,337.500000,32.034130,219.924319,0.908489,0.948915,0.239872
2,14,16,4.817175,3.230228,0.929462,0.974548,-2.614659,1.277154,101494.065289,0.135772,2.904376,337.500000,23.133094,233.035702,0.442597,0.755579,0.244047
2,14,17,4.136604,3.264881,0.507553,0.930745,-2.127717,1.221463,101542.507582,0.117906,2.433188,337.500000,12.682693,243.800825,0.942522,0.300621,0.275960
2,14,18,3.036104,3.213369,0.073506,0.897103,-1.265907,1.276578,101562.771458,0.011423,1.797808,315.000000,1.279001,253.032180,0.000000,0.073506,0.290559
2,14,19,2.133088,3.176453,0.000000,0.860337,-1.249909,0.720377,101596.114060,0.001652,1.430442,337.500000,-10.680541,261.483504,0.000000,0.000000,0.311869
2,14,20,1.369750,3.158150,0.000000,0.831337,-1.135086,0.616968,101637.614189,0.004499,1.284786,337.500000,-22.905393,269.882060,0.000000,0.000000,0.327921
2,14,21,1.047129,3.292887,0.000000,0.864102,-0.762502,1.063664,101652.971928,0.005724,1.291295,315.000000,-35.125186,279.110143,0.000000,0.000000,0.289716
2,14,22,0.785428,3.354534,0.000000,0.880913,-0.629649,1.176449,101688.046680,0.052398,1.327853,292.500000,-46.972464,290.588852,0.000000,0.000000,0.268506
2,14,23,0.316140,3.352379,0.000000,0.849408,-0.601387,0.936036,101669.932676,0.014542,1.094925,292.500000,-57.717605,307.104320,0.000000,0.000000,0.292155
2,15,0,0.171007,3.353852,0.000000,0.830932,-0.771166,1.071670,101710.607554,0.002449,1.303082,315.000000,-65.281077,333.851910,0.000000,0.000000,0.308209
2,15,1,-0.444181,3.215439,0.000000,0.809621,-0.106891,1.139447,101687.919581,0.000000,1.139447,270.000000,-67.032426,81.968107,0.000000,0.000000,0.319299
2,15,2,-0.963206,3.096444,0.000000,0.800819,-0.225475,1.044352,101704.074184,0.001652,1.051141,292.500000,-61.628552,41.751517,0.000000,0.000000,0.319531
2,15,3,-0.834102,3.106417,0.000000,0.818558,-0.510968,1.124081,101709.796407,0.002449,1.234054,292.500000,-51.949899,62.195959,0.000000,0.000000,0.303920
2,15,4,-1.350016,2.980258,0.000000,0.795620,-0.575845,0.950272,101694.905236,0.000000,1.098303,292.500000,-40.513520,75.587712,0.000000,0.000000,0.318375
2,15,5,-1.736856,2.858266,0.000000,0.763604,-0.449896,0.982809,101701.265453,0.000000,1.080164,292.500000,-28.420388,85.670112,0.000000,0.000000,0.344062
2,15,6,-1.635070,2.836792,0.000000,0.782227,-1.004932,0.926085,101754.944298,0.000000,1.365435,315.000000,-16.161799,94.352388,0.000000,0.000000,0.327102
2,15,7,-1.695203,2.866840,0.006545,0.782987,-0.895319,0.890069,101798.638221,0.000000,1.262460,315.000000,-4.036798,102.702727,0.000000,0.006545,0.325360
2,15,8,-0.412769,2.945855,0.311080,0.776665,-0.150282,1.102091,101841.059089,0.000000,1.102091,270.000000,7.683615,111.493393,1.168804,0.154807,0.352775
2,15,9,2.409103,2.966086,0.931002,0.826651,0.020185,1.190981,101831.431526,0.000000,1.190981,270.000000,18.662343,121.457633,1.479722,0.457505,0.350263
2,15,10,4.931738,2.841080,1.484041,0.854440,-0.309046,1.621491,101761.220789,0.000000,1.621491,270.000000,28.406438,133.400272,1.703867,0.673472,0.366166
2,15,11,6.535317,2.657215,2.247847,0.875237,-1.136588,1.978437,101756.971140,0.000000,2.262791,292.500000,36.176850,148.102968,2.715984,0.644657,0.373768
2,15,12,7.478647,2.563805,2.387143,0.935338,-1.620837,1.894308,101740.220860,0.000000,2.485583,315.000000,40.992948,165.789385,2.487775,0.755246,0.330603
2,15,13,7.992223,2.544377,2.164262,0.970290,-1.689696,1.944710,101624.200350,0.000000,2.569913,315.000000,41.954120,185.254966,1.590341,1.101063,0.304944
2,15,14,8.182677,2.645395,2.037995,0.976979,-2.110491,1.617688,101582.332939,0.000000,2.636221,315.000000,38.844068,204.022746,1.849298,0.878110,0.301714
2,15,15,7.950792,2.802591,1.722958,0.999751,-2.011502,1.226301,101562.732787,0.000000,2.327671,337.500000,32.315952,220.151678,1.710804,0.808383,0.274732
2,15,16,7.622327,2.882436,1.155861,0.993846,-2.009335,0.938674,101587.456049,0.000000,2.215599,337.500000,23.379348,233.293558,1.460824,0.576181,0.274690
2,15,17,6.764727,3.027697,0.637141,0.927022,-1.770494,0.076615,101567.826078,0.000000,1.770494,360.000000,12.899578,244.072004,1.649738,0.268849,0.326087
2,15,18,5.030062,3.160249,0.098948,0.873077,-1.372169,0.006841,101611.734001,0.000000,1.372169,360.000000,1.474446,253.313156,0.167537,0.094638,0.349256
2,15,19,3.744827,3.164350,0.000000,0.847666,-1.395011,-0.229171,101638.414082,0.000000,1.395011,0.000000,-10.498401,261.778399,0.000000,0.000000,0.352233
2,15,20,2.964303,3.048134,0.000000,0.827182,-1.257542,-0.091132,101656.747938,0.000000,1.257542,0.000000,-22.727912,270.199856,0.000000,0.000000,0.359246
2,15,21,2.428299,3.006991,0.000000,0.813468,-1.190924,0.218146,101629.074350,0.000000,1.190924,360.000000,-34.941829,279.463652,0.000000,0.000000,0.363774
2,15,22,1.796279,2.995441,0.000000,0.804942,-0.996666,-0.132675,101585.952155,0.000000,0.996666,0.000000,-46.768240,290.991128,0.000000,0.000000,0.361538
2,15,23,1.205642,2.995977,0.000000,0.797652,-0.891486,0.052686,101577.476174,0.000000,0.891486,360.000000,-57.470006,307.542471,0.000000,0.000000,0.358836
2,16,0,0.759613,2.902988,0.000000,0.790489,-0.862266,0.429581,101566.594490,0.000000,0.961024,337.500000,-64.967378,334.173581,0.000000,0.000000,0.358497
2,16,1,0.113805,2.892430,0.000000,0.782982,-0.140417,0.636208,101553.416883,0.000000,0.641515,292.500000,-66.693071,81.878738,0.000000,0.000000,0.355206
2,16,2,-0.066873,2.877914,0.000000,0.779261,-0.162649,0.956927,101527.166096,0.000000,0.956927,270.000000,-61.335531,41.377175,0.000000,0.000000,0.355920
2,16,3,-0.118207,2.821108,0.000000,0.779028,-0.354490,1.224484,101472.147155,0.000000,1.266934,292.500000,-51.708040,61.796700,0.000000,0.000000,0.355299
2,16,4,-0.600761,2.839173,0.000000,0.777203,-0.245843,1.019162,101520.157908,0.000000,1.035663,292.500000,-40.300901,75.229150,0.000000,0.000000,0.349127
2,16,5,-0.989708,2.883331,0.000000,0.771037,-0.637631,0.646862,101496.657835,0.000000,0.908274,315.000000,-28.219780,85.349857,0.000000,0.000000,0.348877
2,16,6,-0.962813,2.948062,0.000000,0.767444,-0.601178,0.852480,101526.120664,0.000000,1.027892,315.000000,-15.961423,94.059011,0.000000,0.000000,0.352913
2,16,7,-1.490613,2.982008,0.008611,0.765815,-0.268952,0.691174,101534.623777,0.000000,0.741485,292.500000,-3.827654,102.426766,0.000000,0.008611,0.345877
2,16,8,0.531024,3.235804,0.304177,0.777474,-0.394622,0.874976,101520.121967,0.000000,0.959388,292.500000,7.909469,111.229386,0.995815,0.167145,0.367682
2,16,9,3.897289,3.251853,0.970742,0.812506,0.166948,0.639754,101517.188984,0.000000,0.654944,247.500000,18.912511,121.206167,2.114381,0.285421,0.390038
2,16,10,6.456441,3.381778,1.543450,0.849476,1.378179,0.979917,101487.206789,0.000000,1.667426,225.000000,28.687538,133.172651,2.056430,0.556296,0.398121
2,16,11,8.636258,3.695387,2.183612,0.884085,1.782684,1.532381,101467.789191,0.000000,2.344105,225.000000,36.491239,147.928109,2.605211,0.634293,0.402875
2,16,12,10.206955,3.668218,2.462983,0.911699,1.911663,1.253081,101396.252533,0.000000,2.245680,202.500000,41.332267,165.712458,3.268471,0.304404,0.404196
2,16,13,11.559324,3.544603,2.518228,0.928757,2.149815,1.337971,101254.206602,0.000000,2.498189,202.500000,42.296044,185.307933,3.277366,0.312687,0.412439
2,16,14,12.513979,3.576247,2.368724,0.942619,2.450664,1.639818,101242.450847,0.000000,2.892408,225.000000,39.163085,204.189472,3.332359,0.264240,0.416657
2,16,15,12.894138,3.645481,1.925000,1.003166,2.117971,1.607016,101134.230010,0.000000,2.633963,225.000000,32.598617,220.385607,2.637858,0.503853,0.363360
2,16,16,12.811687,3.567298,1.215065,1.064051,2.102528,1.743640,101135.526471,0.000000,2.719652,225.000000,23.625699,233.557283,1.647665,0.554747,0.300899
2,16,17,11.721286,3.758640,0.630264,1.062306,1.468664,1.018140,101105.189640,0.000000,1.758436,225.000000,13.116179,244.348305,1.864711,0.207112,0.281944
2,16,18,9.514578,4.155812,0.103292,1.044008,1.085054,0.533283,101151.580049,0.000000,1.206538,202.500000,1.669500,253.598700,0.242493,0.096227,0.259073
2,16,19,7.719178,4.274643,0.000000,1.057255,0.519995,0.266204,101130.330790,0.000000,0.582285,202.500000,-10.316548,262.077514,0.000000,0.000000,0.213032
2,16,20,7.275683,4.318139,0.000000,1.058074,-0.420248,0.649071,101162.790823,0.000000,0.760486,292.500000,-22.550429,270.521680,0.000000,0.000000,0.204209
2,16,21,5.878869,4.172181,0.000000,0.988742,-0.661741,-0.061371,101214.336269,0.000000,0.661741,0.000000,-34.757980,279.821045,0.000000,0.000000,0.248579
2,16,22,6.085262,4.234009,0.000000,0.954646,-1.321123,-0.340326,101187.265522,0.000000,1.350796,22.500000,-46.562802,291.396904,0.000000,0.000000,0.286340
2,16,23,5.564948,4.250643,0.000000,0.974108,-0.859367,-0.346691,101091.898009,0.000000,0.926625,22.500000,-57.220311,307.982923,0.000000,0.000000,0.257654
2,17,0,5.163173,4.272549,0.000000,0.980534,-0.327388,-0.110563,101113.119682,0.000000,0.344778,22.500000,-64.650942,334.497033,0.000000,0.000000,0.244140
2,17,1,5.845200,4.530414,0.000000,1.013527,-1.087753,0.610740,101058.151413,0.000000,1.238673,337.500000,-66.349925,81.797688,0.000000,0.000000,0.223196
2,17,2,5.997086,4.839866,0.000000,1.019330,-1.229259,0.493047,101019.040829,0.000000,1.324368,337.500000,-61.037146,41.011187,0.000000,0.000000,0.220088
2,17,3,4.817960,4.786512,0.000000,0.989625,-0.559281,0.473815,100982.522272,0.000000,0.730509,315.000000,-51.460467,61.401112,0.000000,0.000000,0.228984
2,17,4,5.050689,4.764783,0.000000,0.971978,-1.230512,0.318735,100815.961887,0.000000,1.258820,337.500000,-40.082877,74.871667,0.000000,0.000000,0.250718
2,17,5,5.170526,4.867141,0.000000,0.974183,-1.250417,0.066592,100695.527254,0.000000,1.250417,360.000000,-28.014167,85.029545,0.000000,0.000000,0.250620
2,17,6,4.970999,4.944654,0.000000,1.011908,-0.892780,0.333352,100741.637574,0.000000,0.952389,337.500000,-15.756389,93.765045,0.000000,0.000000,0.209387
2,17,7,5.357823,5.136138,0.004709,1.091057,-0.978889,0.613019,100705.035690,0.012710,1.138968,337.500000,-3.614128,102.149932,0.000000,0.004709,0.137047
2,17,8,5.685382,5.364168,0.132678,1.061242,-0.453116,0.536558,100625.500468,0.002828,0.699805,315.000000,8.139505,110.964338,0.000000,0.132678,0.172650
2,17,9,7.162870,5.971730,0.453456,1.094954,0.369592,0.059469,100579.524067,0.013555,0.369592,180.000000,19.166738,120.953610,0.018664,0.447328,0.165299
2,17,10,10.029747,6.536585,0.703598,1.145282,0.906649,1.051696,100457.689649,0.008012,1.384759,225.000000,28.972651,132.944157,0.029624,0.689248,0.167324
2,17,11,11.496779,7.182662,1.013903,1.195520,2.030404,1.528756,100351.665074,0.255513,2.516706,225.000000,36.809616,147.753288,0.044223,0.987406,0.144499
2,17,12,12.685067,7.507719,1.136884,1.242456,1.895270,2.365652,100361.389221,0.206188,3.012927,225.000000,41.675342,165.637663,0.057035,1.098961,0.120078
2,17,13,13.501249,7.689520,0.863333,1.302114,1.845434,2.588495,100249.903685,0.293274,3.135262,225.000000,42.640974,185.365776,0.015726,0.852680,0.076050
2,17,14,13.714559,7.519932,0.748760,1.313953,1.630310,2.459723,100137.179502,0.173758,2.896381,247.500000,39.483931,204.362725,0.007069,0.744265,0.068318
2,17,15,14.317933,7.600443,0.590484,1.318382,1.463566,2.855161,100169.902966,0.059087,3.197907,247.500000,32.882011,220.626075,0.000000,0.590484,0.075555
2,17,16,14.179954,7.615002,0.504499,1.297604,1.120510,2.333409,100138.681045,0.000797,2.584590,247.500000,23.872056,233.826808,0.003792,0.502965,0.093659
2,17,17,13.433665,7.745391,0.249382,1.293888,0.722721,1.595212,100099.580621,0.078939,1.750357,247.500000,13.332430,244.629635,0.000000,0.249382,0.082976
2,17,18,12.319287,7.525682,0.021483,1.295857,-0.658201,1.521559,100287.497250,0.711605,1.657620,292.500000,1.864119,253.888704,0.000000,0.021483,0.059717
2,17,19,11.198318,5.688623,0.000000,1.244502,-3.219594,1.170967,100330.633205,0.344835,3.422627,337.500000,-10.135008,262.380729,0.000000,0.000000,0.089905
2,17,20,9.473724,5.231376,0.000000,1.209369,-2.808963,1.206815,100416.894891,0.000000,3.056971,337.500000,-22.372954,270.847398,0.000000,0.000000,0.092958
2,17,21,8.422171,4.789536,0.000000,1.122775,-2.446761,0.736612,100465.923564,0.000000,2.542401,337.500000,-34.573636,280.182158,0.000000,0.000000,0.160278
2,17,22,7.654742,4.430478,0.000000,1.047719,-2.539525,0.474961,100413.549103,0.000000,2.539525,360.000000,-46.356147,291.805965,0.000000,0.000000,0.221403
2,17,23,7.051124,4.193764,0.000000,1.034569,-2.106458,0.116508,100466.908826,0.000000,2.106458,360.000000,-56.968530,308.425396,0.000000,0.000000,0.223676
2,18,0,6.597555,4.085829,0.000000,1.019687,-1.001515,-0.115257,100528.581315,0.000000,1.001515,0.000000,-64.331826,334.821952,0.000000,0.000000,0.230430
2,18,1,5.648901,3.999732,0.000000,0.993454,-0.569627,-0.433959,100518.073341,0.000000,0.709643,45.000000,-66.003119,81.724599,0.000000,0.000000,0.239792
2,18,2,5.016789,3.912075,0.000000,0.982301,-0.769176,0.022433,100551.359452,0.000000,0.769176,360.000000,-60.733555,40.653520,0.000000,0.000000,0.239799
2,18,3,4.235819,3.725261,0.000000,0.973349,-1.023659,-0.121900,100541.406527,0.000000,1.023659,0.000000,-51.207309,61.009344,0.000000,0.000000,0.235084
2,18,4,3.425007,3.644081,0.000000,0.958108,-0.688755,-0.308485,100486.618676,0.000000,0.754379,22.500000,-39.859555,74.515413,0.000000,0.000000,0.236258
2,18,5,3.053411,3.539220,0.000000,0.960239,-1.007209,-0.264919,100517.287197,0.000000,1.031920,22.500000,-27.803646,84.709295,0.000000,0.000000,0.227721
2,18,6,2.654897,3.488943,0.000000,0.938187,-0.839380,-0.364577,100489.055097,0.000000,0.915003,22.500000,-15.546797,93.470582,0.000000,0.000000,0.242932
2,18,7,2.407261,3.406387,0.010760,0.909526,-0.822949,-0.483953,100501.851086,0.000000,0.945507,22.500000,-3.396323,101.872292,0.000000,0.010760,0.267357
2,18,8,3.370469,3.354318,0.269544,0.961853,-0.698389,-0.285331,100540.939007,0.000000,0.754418,22.500000,8.373612,110.698297,0.285531,0.227962,0.231570
2,18,9,4.789576,3.433786,0.724751,1.044728,-0.785897,-0.221889,100570.401721,0.000000,0.810987,22.500000,19.424907,120.699985,0.479403,0.565315,0.173383
2,18,10,5.707340,3.353296,1.049733,1.076722,-0.885251,-0.275771,100407.640916,0.000000,0.923398,22.500000,29.261657,132.714789,0.265601,0.919907,0.157558
2,18,11,6.766581,3.343480,1.492153,1.079114,-0.829802,-0.169343,100395.339813,0.000000,0.831442,22.500000,37.131859,147.578484,0.368904,1.269463,0.174027
2,18,12,7.062657,3.416149,1.791550,1.063753,0.897595,-0.095816,100309.975059,0.000000,0.897595,180.000000,42.022055,165.564996,0.461414,1.482672,0.194699
2,18,13,8.028078,3.448846,1.684193,1.075582,1.220261,0.577326,100175.250158,0.000000,1.348307,202.500000,42.988792,185.428521,0.445418,1.380482,0.200303
2,18,14,8.636426,3.523032,1.534984,1.107067,1.329566,1.264828,100087.870741,0.006132,1.834514,225.000000,39.806486,204.542518,0.413532,1.270242,0.179896
2,18,15,8.769089,3.684910,1.285788,1.114410,1.354269,1.318046,100044.375524,0.022233,1.889612,225.000000,33.166025,220.873047,0.641006,0.935115,0.174978
2,18,16,9.170192,3.775100,0.958918,1.086602,1.161274,1.475257,100035.771639,0.009795,1.864308,225.000000,24.118330,234.102056,0.773263,0.642946,0.210139
2,18,17,9.065943,3.849383,0.488007,1.099837,0.451705,1.098887,100002.270366,0.000000,1.188100,247.500000,13.548264,244.915897,0.589632,0.349877,0.194990
2,18,18,7.423163,4.179764,0.065239,1.049500,-1.079577,1.142082,100121.646864,0.052521,1.570951,315.000000,2.058260,254.183057,0.000000,0.065239,0.215441
2,18,19,6.097868,4.075197,0.000000,0.975221,-0.981453,1.484137,100118.032897,0.000000,1.746749,292.500000,-9.953805,262.687924,0.000000,0.000000,0.265988
2,18,20,5.603644,3.848258,0.000000,0.925690,-0.684284,2.422445,100139.588450,0.000000,2.499911,292.500000,-22.195494,271.176871,0.000000,0.000000,0.306756
2,18,21,4.875387,3.867140,0.000000,0.950573,-0.776694,2.294605,100208.705349,0.014217,2.417166,292.500000,-34.388794,280.546827,0.000000,0.000000,0.269044
2,18,22,4.193030,3.972520,0.000000,1.043012,-0.859775,2.625536,100287.083995,0.199397,2.754701,292.500000,-46.148268,292.218101,0.000000,0.000000,0.164675
2,18,23,3.738735,3.885319,0.000000,1.004946,-1.268467,1.275214,100318.406842,0.087359,1.798654,315.000000,-56.714676,308.869614,0.000000,0.000000,0.194848
2,19,0,2.975165,3.850275,0.000000,0.956138,-0.542031,0.848097,100397.664131,0.057473,0.990966,292.500000,-64.010093,335.148036,0.000000,0.000000,0.230476
2,19,1,2.570729,3.410491,0.000000,0.971781,-1.069416,0.646271,100453.319591,0.028044,1.235329,337.500000,-65.652782,81.659113,0.000000,0.000000,0.207896
2,19,2,1.949959,3.170494,0.000000,0.944640,-1.145634,0.162132,100606.855766,0.038597,1.145634,360.000000,-60.424920,40.304120,0.000000,0.000000,0.224449
2,19,3,0.929956,3.238894,0.000000,0.905686,-0.587013,0.060073,100688.840803,0.084813,0.587013,360.000000,-50.948699,60.621531,0.000000,0.000000,0.246161
2,19,4,0.647305,3.147934,0.000000,0.879440,-1.131902,-0.515365,100710.233380,0.147941,1.242963,22.500000,-39.631045,74.160526,0.000000,0.000000,0.267663
2,19,5,0.276364,3.064199,0.000000,0.843103,-1.271572,-0.419753,100764.876504,0.070995,1.335412,22.500000,-27.588322,84.389218,0.000000,0.000000,0.297796
2,19,6,-0.270258,3.211394,0.000000,0.818163,-0.863416,0.525926,100816.703558,0.008187,0.998955,337.500000,-15.332750,93.175709,0.000000,0.000000,0.313640
2,19,7,-0.823785,3.168917,0.014298,0.811698,-0.812656,0.327026,100859.195422,0.004898,0.875944,337.500000,-3.174347,101.593912,0.000000,0.014298,0.310950
2,19,8,0.536005,3.215489,0.344675,0.815247,-0.197104,0.580513,100878.661810,0.000000,0.611752,292.500000,8.611677,110.431306,0.818223,0.222156,0.329992
2,19,9,2.747810,3.264008,0.961237,0.856103,-0.228890,1.369998,100945.000606,0.000000,1.369998,270.000000,19.686899,120.445313,1.376448,0.497540,0.326608
2,19,10,4.796909,3.158884,1.459836,0.926467,-0.733099,2.479840,100876.827090,0.000000,2.571619,292.500000,29.554432,132.484542,1.392051,0.773206,0.291773
2,19,11,6.194732,3.004081,2.125690,0.979128,-0.719270,2.550811,100917.944785,0.000000,2.631895,292.500000,37.457846,147.403675,2.495572,0.607939,0.263804
2,19,12,7.260444,2.714432,2.089666,1.017421,-0.508963,2.531122,100838.290836,0.000000,2.533224,292.500000,42.372288,165.494446,1.368562,1.167330,0.244588
2,19,13,7.911295,2.655635,1.873371,1.041013,-0.254345,2.513528,100707.798798,0.000000,2.513528,270.000000,43.339376,185.496190,0.819814,1.310718,0.232753
2,19,14,8.589517,2.619542,1.927066,1.021164,-0.376819,2.340713,100689.184254,0.000000,2.340713,270.000000,40.130628,204.728861,1.185451,1.163004,0.264942
2,19,15,8.771636,2.638409,1.749011,0.984204,0.183445,1.783593,100592.401231,0.000000,1.783593,270.000000,33.450548,221.126485,1.606286,0.863598,0.305230
